843;848;Emirat de Cordoue;Espagne,Catalogne;Emirat;3,3;Arabe
843;848;Royaume franc;France Est,France du Sud,France Ouest,Belgique,Pays-bas,Allemagne Est,Allemagne Ouest,Suisse,Danemark,Italie du Nord,Italie Centre;Monarchie;14;Gaulois
843;848;Empire byzantin;Turquie,Grece,Sicile,Italie du Sud;Autocratie;8;Grec
843;848;Bulgarie;Bulgarie,Roumanie;Monarchie;1,5;none
843;848;Royaume d'Irlande;Irlande Nord,Irlande;Monarchie;0,3;Gaelique Irlandais
849;855;Emirat de Cordoue;Espagne,Catalogne;Emirat;3,5;Arabe
849;855;Royaume franc;France Est,France du Sud,France Ouest,Belgique,Pays-bas,Allemagne Est,Allemagne Ouest,Suisse,Danemark,Italie Centre;Monarchie;15;Gaulois
849;855;Empire byzantin;Turquie,Grece,Sicile,Italie du Sud;Autocratie;10;Grec
849;855;Bulgarie;Bulgarie,Roumanie;Monarchie;2;none
849;855;Royaume d'Irlande;Irlande Nord,Irlande;Monarchie;0,8;Gaelique Irlandais
849;855;Italie;Italie Nord;Monarchie;1;Gaulois
856;861;Emirat de Cordoue;Espagne,Catalogne;Emirat;3,5;Arabe
856;861;Royaume franc;France Est,France du Sud,France Ouest,Belgique,Pays-bas,Allemagne Est,Allemagne Ouest,Suisse,Danemark,Italie Centre,Pologne,Rep Techque;Monarchie;15;Gaulois
856;861;Empire byzantin;Turquie,Grece,Sicile,Italie du Sud;Autocratie;10;Grec
856;861;Bulgarie;Bulgarie,Roumanie;Monarchie;2;none
856;861;Royaume d'Irlande;Irlande Nord,Irlande;Monarchie;0,8;Gaelique Irlandais
856;861;Italie;Italie Nord;Monarchie;1;Gaulois
856;861;Angleterre;Angleterre,Pays de Galles;Monarchie;7;Anglais
862;867;Emirat de Cordoue;Espagne,Catalogne;Emirat;3,5;Arabe
862;867;Royaume franc;France Est,France du Sud,Belgique,Pays-bas,Allemagne Est,Allemagne Ouest,Suisse,Danemark,Italie Centre,Pologne,Rep Techque;Monarchie;15;Gaulois
862;867;Empire byzantin;Turquie,Grece,Sicile,Italie du Sud;Autocratie;10;Grec
862;867;Bulgarie;Bulgarie,Roumanie;Monarchie;2;none
862;867;Royaume d'Irlande;Irlande Nord,Irlande;Monarchie;0,8;Gaelique Irlandais
862;867;Italie;Italie Nord;Monarchie;1;Gaulois
862;867;Angleterre;Angleterre,Pays de Galles,France Ouest;Monarchie;7;Anglais
868;873;Emirat de Cordoue;Espagne,Catalogne;Emirat;3,5;Arabe
868;873;Royaume franc;France Est,France du Sud,France Ouest,Belgique,Pays-bas,Allemagne Est,Allemagne Ouest,Suisse,Danemark,Italie Centre,Pologne,Rep Techque;Monarchie;15;Gaulois
868;873;Empire byzantin;Turquie,Grece,Sicile,Italie du Sud;Autocratie;10;Grec
868;873;Bulgarie;Bulgarie,Roumanie;Monarchie;2;none
868;873;Royaume d'Irlande;Irlande Nord,Irlande;Monarchie;0,8;Gaelique Irlandais
868;873;Italie;Italie Nord;Monarchie;1;Gaulois
862;867;Angleterre;Angleterre,Pays de Galles;Monarchie;7;Anglais
